ProductName	Description	ImageUrl
Apple iPhone 15 Pro Max 512GB	"storage:512;ram:8;phone_brand:apple;phone_model:Apple iPhone 15 Pro Max;dimensions:159.9 x 76.7 x 8.3 mm (6.30 x 3.02 x 0.33 in);display_size:6.7;display_resolution:1290 x 2796;os:iOS 17, upgradable to iOS 18;battery:4441;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.;chipset:Apple A17 Pro (3 nm);cpu:Hexa-core (2x3.78 GHz + 4x2.11 GHz);gpu:Apple GPU (6-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-tab-s9-fe-sm-x510-256-gb-10-9.jpg
Apple iPhone 16 Pro 256GB	"storage:256;ram:8;phone_brand:apple;phone_model:Apple iPhone 16 Pro;dimensions:149.6 x 71.5 x 8.3 mm (5.89 x 2.81 x 0.33 in);display_size:6.3;display_resolution:1206 x 2622;os:iOS 18;battery:3582;video:4K@24/25/30/60/100/120fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video/audio, stereo sound rec.;chipset:Apple A18 Pro (3 nm);cpu:Hexa-core (2x4.05 GHz + 4x2.42 GHz);gpu:Apple GPU (6-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s23-fe-256-gb.jpg
Apple iPhone 15 256GB	"storage:256;ram:6;phone_brand:apple;phone_model:Apple iPhone 15;dimensions:147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in);display_size:6.1;display_resolution:1179 x 2556;os:iOS 17, upgradable to iOS 18;battery:3349;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;chipset:Apple A16 Bionic (4 nm);cpu:Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth);gpu:Apple GPU (5-core graphics);ppi_density:461"	https://cdn.akakce.com/z/samsung/samsung-galaxy-z-flip-5.jpg
Apple iPhone 15 512GB	"storage:512;ram:6;phone_brand:apple;phone_model:Apple iPhone 15;dimensions:147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in);display_size:6.1;display_resolution:1179 x 2556;os:iOS 17, upgradable to iOS 18;battery:3349;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;chipset:Apple A16 Bionic (4 nm);cpu:Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth);gpu:Apple GPU (5-core graphics);ppi_density:461"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a15-128-gb-6-gb.jpg
Apple iPhone 15 Pro Max 512GB	"storage:512;ram:8;phone_brand:apple;phone_model:Apple iPhone 15 Pro Max;dimensions:159.9 x 76.7 x 8.3 mm (6.30 x 3.02 x 0.33 in);display_size:6.7;display_resolution:1290 x 2796;os:iOS 17, upgradable to iOS 18;battery:4441;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.;chipset:Apple A17 Pro (3 nm);cpu:Hexa-core (2x3.78 GHz + 4x2.11 GHz);gpu:Apple GPU (6-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s24-ultra.jpg
Apple iPhone 15 Pro Max 1000GB	"storage:1000;ram:8;phone_brand:apple;phone_model:Apple iPhone 15 Pro Max;dimensions:159.9 x 76.7 x 8.3 mm (6.30 x 3.02 x 0.33 in);display_size:6.7;display_resolution:1290 x 2796;os:iOS 17, upgradable to iOS 18;battery:4441;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.;chipset:Apple A17 Pro (3 nm);cpu:Hexa-core (2x3.78 GHz + 4x2.11 GHz);gpu:Apple GPU (6-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s24-ultra.jpg
Apple iPhone 15 Plus 256GB	"storage:256;ram:6;phone_brand:apple;phone_model:Apple iPhone 15 Plus;dimensions:160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in);display_size:6.7;display_resolution:1290 x 2796;os:iOS 17, upgradable to iOS 18;battery:4383;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;chipset:Apple A16 Bionic (4 nm);cpu:Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth);gpu:Apple GPU (5-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s24-ultra.jpg
Apple iPhone 15 Plus 512GB	"storage:512;ram:6;phone_brand:apple;phone_model:Apple iPhone 15 Plus;dimensions:160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in);display_size:6.7;display_resolution:1290 x 2796;os:iOS 17, upgradable to iOS 18;battery:4383;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;chipset:Apple A16 Bionic (4 nm);cpu:Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth);gpu:Apple GPU (5-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a35.jpg
Apple iPhone 15 Pro 256GB	"storage:256;ram:8;phone_brand:apple;phone_model:Apple iPhone 15 Pro;dimensions:146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in);display_size:6.1;display_resolution:1179 x 2556;os:iOS 17, upgradable to iOS 18;battery:3274;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.;chipset:Apple A17 Pro (3 nm);cpu:Hexa-core (2x3.78 GHz + 4x2.11 GHz);gpu:Apple GPU (6-core graphics);ppi_density:461"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a35-256-gb.jpg
Apple iPhone 15 Pro 512GB	"storage:512;ram:8;phone_brand:apple;phone_model:Apple iPhone 15 Pro;dimensions:146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in);display_size:6.1;display_resolution:1179 x 2556;os:iOS 17, upgradable to iOS 18;battery:3274;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.;chipset:Apple A17 Pro (3 nm);cpu:Hexa-core (2x3.78 GHz + 4x2.11 GHz);gpu:Apple GPU (6-core graphics);ppi_density:461"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a55-256-gb.jpg
Apple iPhone 15 Pro 1000GB	"storage:1000;ram:8;phone_brand:apple;phone_model:Apple iPhone 15 Pro;dimensions:146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in);display_size:6.1;display_resolution:1179 x 2556;os:iOS 17, upgradable to iOS 18;battery:3274;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.;chipset:Apple A17 Pro (3 nm);cpu:Hexa-core (2x3.78 GHz + 4x2.11 GHz);gpu:Apple GPU (6-core graphics);ppi_density:461"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s24-256-gb.jpg
Apple iPhone 16 256GB	"storage:256;ram:8;phone_brand:apple;phone_model:Apple iPhone 16;dimensions:147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in);display_size:6.1;display_resolution:1179 x 2556;os:iOS 18;battery:3561;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;chipset:Apple A18 (3 nm);cpu:Hexa-core (2x4.04 GHz + 4x2.20 GHz);gpu:Apple GPU (5-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s24-ultra.jpg
Apple iPhone 16 512GB	"storage:512;ram:8;phone_brand:apple;phone_model:Apple iPhone 16;dimensions:147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in);display_size:6.1;display_resolution:1179 x 2556;os:iOS 18;battery:3561;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;chipset:Apple A18 (3 nm);cpu:Hexa-core (2x4.04 GHz + 4x2.20 GHz);gpu:Apple GPU (5-core graphics);ppi_density:460"	https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F777%2F600%2F110000726118033%2Ejpg
Apple iPhone 16 Plus 256GB	"storage:256;ram:8;phone_brand:apple;phone_model:Apple iPhone 16 Plus;dimensions:160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in);display_size:6.7;display_resolution:1290 x 2796;os:iOS 18;battery:4674;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;chipset:Apple A18 (3 nm);cpu:Hexa-core (2x4.04 GHz + 4x2.20 GHz);gpu:Apple GPU (5-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-z-fold-6-512-gb.jpg
Apple iPhone 16 Plus 512GB	"storage:512;ram:8;phone_brand:apple;phone_model:Apple iPhone 16 Plus;dimensions:160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in);display_size:6.7;display_resolution:1290 x 2796;os:iOS 18;battery:4674;video:4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;chipset:Apple A18 (3 nm);cpu:Hexa-core (2x4.04 GHz + 4x2.20 GHz);gpu:Apple GPU (5-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s24-ultra.jpg
Apple iPhone 16 Pro 512GB	"storage:512;ram:8;phone_brand:apple;phone_model:Apple iPhone 16 Pro;dimensions:149.6 x 71.5 x 8.3 mm (5.89 x 2.81 x 0.33 in);display_size:6.3;display_resolution:1206 x 2622;os:iOS 18;battery:3582;video:4K@24/25/30/60/100/120fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video/audio, stereo sound rec.;chipset:Apple A18 Pro (3 nm);cpu:Hexa-core (2x4.05 GHz + 4x2.42 GHz);gpu:Apple GPU (6-core graphics);ppi_density:460"	https://iis-akakce.akamaized.net/p.z?%2F%2Fsamsung%2Dakinon%2Ea%2Dcdn%2Eakinoncdn%2Ecom%2Fproducts%2F2024%2F01%2F09%2F20758%2F01cdb895%2Debdf%2D4447%2Db7be%2Df227cc63a17a%2Ejpg
Apple iPhone 16 Pro 1000GB	"storage:1000;ram:8;phone_brand:apple;phone_model:Apple iPhone 16 Pro;dimensions:149.6 x 71.5 x 8.3 mm (5.89 x 2.81 x 0.33 in);display_size:6.3;display_resolution:1206 x 2622;os:iOS 18;battery:3582;video:4K@24/25/30/60/100/120fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video/audio, stereo sound rec.;chipset:Apple A18 Pro (3 nm);cpu:Hexa-core (2x4.05 GHz + 4x2.42 GHz);gpu:Apple GPU (6-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a15-128-gb-6-gb.jpg
Apple iPhone 16 Pro Max 512GB	"storage:512;ram:8;phone_brand:apple;phone_model:Apple iPhone 16 Pro Max;dimensions:163 x 77.6 x 8.3 mm (6.42 x 3.06 x 0.33 in);display_size:6.9;display_resolution:1320 x 2868;os:iOS 18;battery:4685;video:4K@24/25/30/60/100/120fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video/audio, stereo sound rec.;chipset:Apple A18 Pro (3 nm);cpu:Hexa-core (2x4.05 GHz + 4x2.42 GHz);gpu:Apple GPU (6-core graphics);ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a14.jpg
Huawei P60 Pro 512GB	"storage:512;ram:12;phone_brand:huawei;phone_model:Huawei P60 Pro;dimensions:161 x 74.5 x 8.3 mm (6.34 x 2.93 x 0.33 in);display_size:6.67;display_resolution:1220 x 2700;os:HarmonyOS 3.1 (China), EMUI 13.1 (Europe), no Google Play Services;battery:4815;video:4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS;chipset:Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm);cpu:Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510);gpu:Adreno 730;ppi_density:444"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s23-256-gb.jpg
Huawei nova 11 Pro 512GB	"storage:512;ram:8;phone_brand:huawei;phone_model:Huawei nova 11 Pro;dimensions:164.3 x 74.4 x 7.9 mm (6.47 x 2.93 x 0.31 in);display_size:6.78;display_resolution:1200 x 2652;os:HarmonyOS 3.0;battery:4500;video:4K, 1080p, 720p@960fps, gyro-EIS;chipset:Qualcomm SM7325 Snapdragon 778G 4G (6 nm);cpu:Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670);gpu:Adreno 642L;ppi_density:429"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s23-ultra-512-gb.jpg
Huawei Pura 70 Pro 512GB	"storage:512;ram:12;phone_brand:huawei;phone_model:Huawei Pura 70 Pro;dimensions:162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in);display_size:6.8;display_resolution:1260 x 2844;os:EMUI 14.2 (International), HarmonyOS 4.2 (China);battery:5050;video:4K, 1080p, HDR, gyro-EIS, OIS;chipset:Kirin 9010 (7 nm);cpu:Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510);gpu:8;ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s23-ultra-512-gb.jpg
Huawei nova 12i 256GB	"storage:256;ram:8;phone_brand:huawei;phone_model:Huawei nova 12i;dimensions:163.3 x 74.7 x 8.4 mm (6.43 x 2.94 x 0.33 in);display_size:6.7;display_resolution:1080 x 2388;os:EMUI 14, no Google Play Services;battery:5000;video:1080p@30fps;chipset:Qualcomm Snapdragon 680 4G (6 nm);cpu:Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53);gpu:Adreno 610;ppi_density:391"	https://cdn.akakce.com/z/samsung/samsung-galaxy-m15.jpg
Huawei P60 Pro 512GB	"storage:512;ram:12;phone_brand:huawei;phone_model:Huawei P60 Pro;dimensions:161 x 74.5 x 8.3 mm (6.34 x 2.93 x 0.33 in);display_size:6.67;display_resolution:1220 x 2700;os:HarmonyOS 3.1 (China), EMUI 13.1 (Europe), no Google Play Services;battery:4815;video:4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS;chipset:Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm);cpu:Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510);gpu:Adreno 730;ppi_density:444"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a34.jpg
Huawei Pura 70 Pro 512GB	"storage:512;ram:12;phone_brand:huawei;phone_model:Huawei Pura 70 Pro;dimensions:162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in);display_size:6.8;display_resolution:1260 x 2844;os:EMUI 14.2 (International), HarmonyOS 4.2 (China);battery:5050;video:4K, 1080p, HDR, gyro-EIS, OIS;chipset:Kirin 9010 (7 nm);cpu:Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510);gpu:8;ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s23-ultra-256-gb.jpg
Huawei Pura 70 512GB	"storage:512;ram:12;phone_brand:huawei;phone_model:Huawei Pura 70;dimensions:157.6 x 74.3 x 8 mm (6.20 x 2.93 x 0.31 in);display_size:6.6;display_resolution:1256 x 2760;os:EMUI 14.2 (International), HarmonyOS 4.2 (China);battery:4900;video:4K, 1080p, HDR, gyro-EIS, OIS;chipset:Kirin 9000S1;cpu:Octa-core;gpu:8;ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s23-ultra-512-gb.jpg
Huawei nova 11 256GB	"storage:256;ram:8;phone_brand:huawei;phone_model:Huawei nova 11;dimensions:161.3 x 75 x 6.9 mm (6.35 x 2.95 x 0.27 in);display_size:6.7;display_resolution:1084 x 2412;os:HarmonyOS 3.0;battery:4500;video:4K, 1080p, 720p@960fps, gyro-EIS;chipset:Qualcomm SM7325 Snapdragon 778G 4G (6 nm);cpu:Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670);gpu:Adreno 642L;ppi_density:391"	https://cdn.akakce.com/z/samsung/samsung-galaxy-s23-ultra-512-gb.jpg
Huawei Pura 70 Ultra 1000GB	"storage:1000;ram:16;phone_brand:huawei;phone_model:Huawei Pura 70 Ultra;dimensions:162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in);display_size:6.8;display_resolution:1260 x 2844;os:EMUI 14.2 (International), HarmonyOS 4.2 (China);battery:5200;video:4K, 1080p, HDR, gyro-EIS, OIS;chipset:Kirin 9010 (7 nm);cpu:Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510);gpu:8;ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a54.jpg
Huawei Pura 70 Pro 1000GB	"storage:1000;ram:12;phone_brand:huawei;phone_model:Huawei Pura 70 Pro;dimensions:162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in);display_size:6.8;display_resolution:1260 x 2844;os:EMUI 14.2 (International), HarmonyOS 4.2 (China);battery:5050;video:4K, 1080p, HDR, gyro-EIS, OIS;chipset:Kirin 9010 (7 nm);cpu:Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510);gpu:8;ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a54-256-gb.jpg
Huawei Pura 70 Pro 512GB	"storage:512;ram:12;phone_brand:huawei;phone_model:Huawei Pura 70 Pro;dimensions:162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in);display_size:6.8;display_resolution:1260 x 2844;os:EMUI 14.2 (International), HarmonyOS 4.2 (China);battery:5050;video:4K, 1080p, HDR, gyro-EIS, OIS;chipset:Kirin 9010 (7 nm);cpu:Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510);gpu:8;ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-z-fold-5.jpg
Huawei Pura 70 Ultra 1000GB	"storage:1000;ram:16;phone_brand:huawei;phone_model:Huawei Pura 70 Ultra;dimensions:162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in);display_size:6.8;display_resolution:1260 x 2844;os:EMUI 14.2 (International), HarmonyOS 4.2 (China);battery:5200;video:4K, 1080p, HDR, gyro-EIS, OIS;chipset:Kirin 9010 (7 nm);cpu:Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510);gpu:8;ppi_density:460"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a34-256-gb.jpg
Huawei nova 11 256GB	"storage:256;ram:8;phone_brand:huawei;phone_model:Huawei nova 11;dimensions:161.3 x 75 x 6.9 mm (6.35 x 2.95 x 0.27 in);display_size:6.7;display_resolution:1084 x 2412;os:HarmonyOS 3.0;battery:4500;video:4K, 1080p, 720p@960fps, gyro-EIS;chipset:Qualcomm SM7325 Snapdragon 778G 4G (6 nm);cpu:Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670);gpu:Adreno 642L;ppi_density:391"	https://cdn.akakce.com/z/samsung/samsung-galaxy-tab-s9-fe-sm-x510-256-gb-10-9.jpg
Oppo Reno10 256GB	"storage:256;ram:8;phone_brand:oppo;phone_model:Oppo Reno10;dimensions:162.4 x 74.2 x 8 mm (6.39 x 2.92 x 0.31 in);display_size:6.7;display_resolution:1080 x 2412;os:Android 13, upgradable to Android 14, ColorOS 14;battery:5000;video:4K@30fps, 1080p@30/60/120/480fps, gyro-EIS;chipset:Mediatek Dimensity 7050 (6 nm);cpu:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68 MC4;ppi_density:394"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a15-256-gb-8-gb.jpg
Oppo Reno11 256GB	"storage:256;ram:12;phone_brand:oppo;phone_model:Oppo Reno11;dimensions:162.4 x 74.3 x 7.9 mm or 8.0 mm;display_size:6.7;display_resolution:1080 x 2412;os:Android 14, ColorOS 14;battery:5000;video:4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS;chipset:Mediatek Dimensity 7050 (6 nm);cpu:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68 MC4;ppi_density:394"	https://cdn.akakce.com/z/samsung/samsung-galaxy-a15-256-gb-8-gb.jpg
Oppo Reno10 256GB	"storage:256;ram:8;phone_brand:oppo;phone_model:Oppo Reno10;dimensions:162.4 x 74.2 x 8 mm (6.39 x 2.92 x 0.31 in);display_size:6.7;display_resolution:1080 x 2412;os:Android 13, upgradable to Android 14, ColorOS 14;battery:5000;video:4K@30fps, 1080p@30/60/120/480fps, gyro-EIS;chipset:Mediatek Dimensity 7050 (6 nm);cpu:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68 MC4;ppi_density:394"	https://cdn.akakce.com/z/tecno/tecno-spark-10-pro.jpg
Oppo Reno11 256GB	"storage:256;ram:12;phone_brand:oppo;phone_model:Oppo Reno11;dimensions:162.4 x 74.3 x 7.9 mm or 8.0 mm;display_size:6.7;display_resolution:1080 x 2412;os:Android 14, ColorOS 14;battery:5000;video:4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS;chipset:Mediatek Dimensity 7050 (6 nm);cpu:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68 MC4;ppi_density:394"	https://cdn.akakce.com/z/tecno/tecno-pova-6-pro.jpg
Oppo Reno10 256GB	"storage:256;ram:8;phone_brand:oppo;phone_model:Oppo Reno10;dimensions:162.4 x 74.2 x 8 mm (6.39 x 2.92 x 0.31 in);display_size:6.7;display_resolution:1080 x 2412;os:Android 13, upgradable to Android 14, ColorOS 14;battery:5000;video:4K@30fps, 1080p@30/60/120/480fps, gyro-EIS;chipset:Mediatek Dimensity 7050 (6 nm);cpu:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68 MC4;ppi_density:394"	https://cdn.akakce.com/z/vivo/vivo-v30.jpg
Realme C51 128GB	"storage:128;ram:4;phone_brand:realme;phone_model:Realme C51;dimensions:167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in);display_size:6.74;display_resolution:720 x 1600;os:Android 13, Realme UI T;battery:5000;video:1080p@30fps;chipset:Unisoc Tiger T612 (12 nm);cpu:Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G57;ppi_density:260"	https://cdn.akakce.com/z/vivo/vivo-v29.jpg
Realme C61 256GB	"storage:256;ram:6;phone_brand:realme;phone_model:Realme C61;dimensions:167.3 x 76.7 x 7.8 mm (6.59 x 3.02 x 0.31 in);display_size:6.74;display_resolution:720 x 1600;os:Android 14, Realme UI;battery:5000;video:1080p@30fps;chipset:Unisoc Tiger T612 (12 nm);cpu:Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G57;ppi_density:260"	https://cdn.akakce.com/z/vivo/vivo-v40.jpg
Realme 12 Pro 256GB	"storage:256;ram:8;phone_brand:realme;phone_model:Realme 12 Pro;dimensions:161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in);display_size:6.7;display_resolution:1080 x 2412;os:Android 14, Realme UI 5.0;battery:5000;video:4K@30fps, 1080p@30/60/120fps, gyro-EIS;chipset:Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);cpu:Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);gpu:Adreno 710;ppi_density:394"	https://cdn.akakce.com/z/vivo/vivo-x100-pro.jpg
Realme 12 Pro+ 256GB	"storage:256;ram:8;phone_brand:realme;phone_model:Realme 12 Pro+;dimensions:161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in);display_size:6.7;display_resolution:1080 x 2412;os:Android 14, Realme UI 5.0;battery:5000;video:4K@30fps, 1080p@30/60/120fps, gyro-EIS;chipset:Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);cpu:Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);gpu:Adreno 710;ppi_density:394"	https://cdn.akakce.com/z/vivo/vivo-x100-pro.jpg
Realme C65 128GB	"storage:128;ram:8;phone_brand:realme;phone_model:Realme C65;dimensions:164.6 x 76.1 x 7.6 mm (6.48 x 3.00 x 0.30 in);display_size:6.67;display_resolution:720 x 1604;os:Android 14, Realme UI 5.0;battery:5000;video:1080p@30fps;chipset:Mediatek Helio G85 (12 nm);cpu:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G52 MC2;ppi_density:264"	https://cdn.akakce.com/z/vivo/vivo-x100-pro.jpg
Realme 12+ 256GB	"storage:256;ram:8;phone_brand:realme;phone_model:Realme 12+;dimensions:163 x 75.5 x 7.9 mm (6.42 x 2.97 x 0.31 in);display_size:6.67;display_resolution:1080 x 2400;os:Android 14, up to 2 major Android upgrades, Realme UI 5.0;battery:5000;video:4K@30fps, 1080p@30/60fps, gyro-EIS;chipset:Mediatek Dimensity 7050 (6 nm);cpu:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68 MC4;ppi_density:395"	https://cdn.akakce.com/z/xiaomi/xiaomi-mi-mix-flip.jpg
Realme C55 256GB	"storage:256;ram:8;phone_brand:realme;phone_model:Realme C55;dimensions:165.6 x 75.9 x 7.9 mm (6.52 x 2.99 x 0.31 in);display_size:6.72;display_resolution:1080 x 2400;os:Android 13, Realme UI 4.0;battery:5000;video:1080p@30/60fps;chipset:Mediatek MT6769H Helio G88 (12 nm);cpu:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G52 MC2;ppi_density:392"	https://cdn.akakce.com/z/xiaomi/xiaomi-redmi-a3.jpg
Realme C61 256GB	"storage:256;ram:6;phone_brand:realme;phone_model:Realme C61;dimensions:167.3 x 76.7 x 7.8 mm (6.59 x 3.02 x 0.31 in);display_size:6.74;display_resolution:720 x 1600;os:Android 14, Realme UI;battery:5000;video:1080p@30fps;chipset:Unisoc Tiger T612 (12 nm);cpu:Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G57;ppi_density:260"	https://cdn.akakce.com/z/xiaomi/xiaomi-redmi-note-14.jpg
